state,city,population,murder_and_nonnegligent_manslaughter,robbery,aggravated_assault,burglary,larceny_theft,motor_vehicle_theft,year,state_original,city_original,forcible_rape,violent_crimes,property_crimes,murder_and_nonnegligent_manslaughter_per_capita,robbery_per_capita,aggravated_assault_per_capita,burglary_per_capita,larceny_theft_per_capita,motor_vehicle_theft_per_capita,forcible_rape_per_capita,violent_crimes_per_capita,property_crimes_per_capita
NORTH DAKOTA,South Heart,434,0,0,0,0,0,0,2015,NORTH DAKOTA,South Heart,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NORTH DAKOTA,Steele,709,0,0,0,3,8,0,2015,NORTH DAKOTA,Steele,0,0,11,0.00,0.00,0.00,4.23,11.28,0.00,0.00,0.00,15.51
NORTH DAKOTA,Surrey,1290,0,0,1,1,5,0,2015,NORTH DAKOTA,Surrey,0,1,6,0.00,0.00,0.78,0.78,3.88,0.00,0.00,0.78,4.65
NORTH DAKOTA,Thompson,1015,0,0,0,0,2,0,2015,NORTH DAKOTA,Thompson,0,0,2,0.00,0.00,0.00,0.00,1.97,0.00,0.00,0.00,1.97
NORTH DAKOTA,Tioga,1709,0,0,4,2,26,3,2015,NORTH DAKOTA,Tioga,2,6,31,0.00,0.00,2.34,1.17,15.21,1.76,1.17,3.51,18.14
NORTH DAKOTA,Valley City,6692,0,2,15,29,127,4,2015,NORTH DAKOTA,Valley City,2,19,160,0.00,0.30,2.24,4.33,18.98,0.60,0.30,2.84,23.91
NORTH DAKOTA,Wahpeton,7940,0,0,9,13,164,4,2015,NORTH DAKOTA,Wahpeton,1,10,181,0.00,0.00,1.13,1.64,20.65,0.50,0.13,1.26,22.80
NORTH DAKOTA,Watford City,5235,0,1,20,81,82,20,2015,NORTH DAKOTA,Watford City,8,29,183,0.00,0.19,3.82,15.47,15.66,3.82,1.53,5.54,34.96
NORTH DAKOTA,West Fargo,33433,2,4,39,149,326,37,2015,NORTH DAKOTA,West Fargo,5,50,512,0.06,0.12,1.17,4.46,9.75,1.11,0.15,1.50,15.31
NORTH DAKOTA,Williston,27324,0,4,69,146,651,169,2015,NORTH DAKOTA,Williston,22,95,966,0.00,0.15,2.53,5.34,23.83,6.19,0.81,3.48,35.35
NORTH DAKOTA,Wishek,989,0,0,0,0,4,0,2015,NORTH DAKOTA,Wishek,0,0,4,0.00,0.00,0.00,0.00,4.04,0.00,0.00,0.00,4.04
OHIO,Ada,5800,0,0,4,11,20,1,2015,OHIO,Ada,0,4,32,0.00,0.00,0.69,1.90,3.45,0.17,0.00,0.69,5.52
OHIO,Akron,197587,28,402,572,2426,5002,599,2015,OHIO,Akron,166,1168,8027,0.14,2.03,2.89,12.28,25.32,3.03,0.84,5.91,40.63
OHIO,Alliance,22023,1,15,101,136,536,34,2015,OHIO,Alliance,14,131,706,0.05,0.68,4.59,6.18,24.34,1.54,0.64,5.95,32.06
OHIO,Amberley Village,3602,0,0,0,4,43,0,2015,OHIO,Amberley Village,NULL,0,47,0.00,0.00,0.00,1.11,11.94,0.00,0.00,0.00,13.05
OHIO,Amelia,4948,0,1,1,4,25,2,2015,OHIO,Amelia,3,5,31,0.00,0.20,0.20,0.81,5.05,0.40,0.61,1.01,6.27
OHIO,American Township,12300,0,0,5,3,157,12,2015,OHIO,American Township,0,5,172,0.00,0.00,0.41,0.24,12.76,0.98,0.00,0.41,13.98
OHIO,Amherst,12171,0,5,0,21,235,2,2015,OHIO,Amherst,0,5,258,0.00,0.41,0.00,1.73,19.31,0.16,0.00,0.41,21.20
OHIO,Ashland,20144,0,0,1,92,382,7,2015,OHIO,Ashland,19,20,481,0.00,0.00,0.05,4.57,18.96,0.35,0.94,0.99,23.88
OHIO,Ashville,4160,0,0,3,22,51,4,2015,OHIO,Ashville,0,3,77,0.00,0.00,0.72,5.29,12.26,0.96,0.00,0.72,18.51
OHIO,Athens,23960,0,3,10,59,415,5,2015,OHIO,Athens,4,17,479,0.00,0.13,0.42,2.46,17.32,0.21,0.17,0.71,19.99
OHIO,Aurora,15783,0,0,3,17,91,2,2015,OHIO,Aurora,3,6,110,0.00,0.00,0.19,1.08,5.77,0.13,0.19,0.38,6.97
OHIO,Austintown,35850,0,15,37,160,775,20,2015,OHIO,Austintown,6,58,955,0.00,0.42,1.03,4.46,21.62,0.56,0.17,1.62,26.64
OHIO,Baltimore,2961,0,1,1,5,12,0,2015,OHIO,Baltimore,0,2,17,0.00,0.34,0.34,1.69,4.05,0.00,0.00,0.68,5.74
OHIO,Barberton,26242,1,15,31,186,706,23,2015,OHIO,Barberton,11,58,915,0.04,0.57,1.18,7.09,26.90,0.88,0.42,2.21,34.87
OHIO,Barnesville,4127,0,0,3,6,14,1,2015,OHIO,Barnesville,2,5,21,0.00,0.00,0.73,1.45,3.39,0.24,0.48,1.21,5.09
OHIO,Batavia,1652,0,1,0,11,38,1,2015,OHIO,Batavia,1,2,50,0.00,0.61,0.00,6.66,23.00,0.61,0.61,1.21,30.27
OHIO,Bath Township Summit County,9858,0,1,1,19,149,9,2015,OHIO,Bath Township Summit County,0,2,177,0.00,0.10,0.10,1.93,15.11,0.91,0.00,0.20,17.95
OHIO,Bay Village,15387,0,2,5,14,32,1,2015,OHIO,Bay Village,0,7,47,0.00,0.13,0.32,0.91,2.08,0.06,0.00,0.45,3.05
OHIO,Bazetta Township,5716,0,0,2,16,197,1,2015,OHIO,Bazetta Township,1,3,214,0.00,0.00,0.35,2.80,34.46,0.17,0.17,0.52,37.44
OHIO,Beavercreek,46112,0,22,8,72,967,20,2015,OHIO,Beavercreek,10,40,1059,0.00,0.48,0.17,1.56,20.97,0.43,0.22,0.87,22.97
OHIO,Beaver Township,6530,0,0,2,26,71,1,2015,OHIO,Beaver Township,0,2,98,0.00,0.00,0.31,3.98,10.87,0.15,0.00,0.31,15.01
OHIO,Bedford,12744,0,11,12,31,412,45,2015,OHIO,Bedford,NULL,26,488,0.00,0.86,0.94,2.43,32.33,3.53,0.00,2.04,38.29
OHIO,Bedford Heights,10659,0,13,14,44,130,60,2015,OHIO,Bedford Heights,NULL,34,234,0.00,1.22,1.31,4.13,12.20,5.63,0.00,3.19,21.95
OHIO,Bellaire,4191,0,2,9,3,30,0,2015,OHIO,Bellaire,0,11,33,0.00,0.48,2.15,0.72,7.16,0.00,0.00,2.62,7.87
OHIO,Bellbrook,7052,0,1,0,7,65,0,2015,OHIO,Bellbrook,0,1,72,0.00,0.14,0.00,0.99,9.22,0.00,0.00,0.14,10.21
OHIO,Bellefontaine,13124,0,5,17,85,408,3,2015,OHIO,Bellefontaine,8,30,496,0.00,0.38,1.30,6.48,31.09,0.23,0.61,2.29,37.79
OHIO,Bellevue,8025,0,0,1,5,25,1,2015,OHIO,Bellevue,0,1,31,0.00,0.00,0.12,0.62,3.12,0.12,0.00,0.12,3.86
OHIO,Bellville,1869,0,0,2,3,22,2,2015,OHIO,Bellville,0,2,27,0.00,0.00,1.07,1.61,11.77,1.07,0.00,1.07,14.45
OHIO,Belpre,6437,1,0,3,26,73,5,2015,OHIO,Belpre,1,5,104,0.16,0.00,0.47,4.04,11.34,0.78,0.16,0.78,16.16
OHIO,Berea,18945,0,8,1,19,136,11,2015,OHIO,Berea,0,9,166,0.00,0.42,0.05,1.00,7.18,0.58,0.00,0.48,8.76
OHIO,Bethel,2778,0,2,7,9,70,1,2015,OHIO,Bethel,0,9,80,0.00,0.72,2.52,3.24,25.20,0.36,0.00,3.24,28.80
OHIO,Bexley,13634,0,15,1,104,301,4,2015,OHIO,Bexley,0,16,409,0.00,1.10,0.07,7.63,22.08,0.29,0.00,1.17,30.00
OHIO,Blanchester,4244,0,2,2,18,48,4,2015,OHIO,Blanchester,2,6,70,0.00,0.47,0.47,4.24,11.31,0.94,0.47,1.41,16.49
OHIO,Blue Ash,12159,0,12,3,57,254,2,2015,OHIO,Blue Ash,8,23,313,0.00,0.99,0.25,4.69,20.89,0.16,0.66,1.89,25.74
OHIO,Bluffton,4170,0,0,3,2,27,0,2015,OHIO,Bluffton,NULL,3,29,0.00,0.00,0.72,0.48,6.47,0.00,0.00,0.72,6.95
OHIO,Bowling Green,31878,0,8,25,65,561,11,2015,OHIO,Bowling Green,15,48,637,0.00,0.25,0.78,2.04,17.60,0.35,0.47,1.51,19.98
OHIO,Brady Lake,464,0,0,3,0,0,0,2015,OHIO,Brady Lake,0,3,0,0.00,0.00,6.47,0.00,0.00,0.00,0.00,6.47,0.00
OHIO,Brecksville,13426,0,0,3,5,51,2,2015,OHIO,Brecksville,3,6,58,0.00,0.00,0.22,0.37,3.80,0.15,0.22,0.45,4.32
OHIO,Brewster,2171,0,0,1,2,7,0,2015,OHIO,Brewster,0,1,9,0.00,0.00,0.46,0.92,3.22,0.00,0.00,0.46,4.15
OHIO,Bridgeport,1796,0,0,1,7,20,2,2015,OHIO,Bridgeport,0,1,29,0.00,0.00,0.56,3.90,11.14,1.11,0.00,0.56,16.15
OHIO,Brimfield Township,10381,0,1,3,27,201,5,2015,OHIO,Brimfield Township,NULL,5,233,0.00,0.10,0.29,2.60,19.36,0.48,0.00,0.48,22.44
OHIO,Brooklyn,10897,0,7,6,52,521,29,2015,OHIO,Brooklyn,NULL,16,602,0.00,0.64,0.55,4.77,47.81,2.66,0.00,1.47,55.24
OHIO,Brookville,5895,0,1,0,16,34,2,2015,OHIO,Brookville,NULL,3,52,0.00,0.17,0.00,2.71,5.77,0.34,0.00,0.51,8.82
OHIO,Brunswick,34692,1,2,12,36,209,6,2015,OHIO,Brunswick,2,17,251,0.03,0.06,0.35,1.04,6.02,0.17,0.06,0.49,7.24
OHIO,Bucyrus,11878,0,12,11,138,512,8,2015,OHIO,Bucyrus,7,30,658,0.00,1.01,0.93,11.62,43.10,0.67,0.59,2.53,55.40
OHIO,Butler Township,7857,1,7,12,55,500,42,2015,OHIO,Butler Township,2,22,597,0.13,0.89,1.53,7.00,63.64,5.35,0.25,2.80,75.98
OHIO,Cadiz,3275,0,0,4,6,29,2,2015,OHIO,Cadiz,1,5,37,0.00,0.00,1.22,1.83,8.85,0.61,0.31,1.53,11.30
OHIO,Campbell,7988,0,4,3,43,16,8,2015,OHIO,Campbell,1,8,67,0.00,0.50,0.38,5.38,2.00,1.00,0.13,1.00,8.39
OHIO,Canal Fulton,5497,0,0,4,15,60,2,2015,OHIO,Canal Fulton,1,5,77,0.00,0.00,0.73,2.73,10.92,0.36,0.18,0.91,14.01
OHIO,Canfield,8439,0,1,2,13,56,0,2015,OHIO,Canfield,1,4,69,0.00,0.12,0.24,1.54,6.64,0.00,0.12,0.47,8.18
OHIO,Canton,72111,7,242,496,1194,2444,210,2015,OHIO,Canton,69,814,3848,0.10,3.36,6.88,16.56,33.89,2.91,0.96,11.29,53.36
OHIO,Cardington,2056,0,0,1,12,27,2,2015,OHIO,Cardington,3,4,41,0.00,0.00,0.49,5.84,13.13,0.97,1.46,1.95,19.94
OHIO,Carlisle,5264,0,1,3,7,14,6,2015,OHIO,Carlisle,1,5,27,0.00,0.19,0.57,1.33,2.66,1.14,0.19,0.95,5.13
OHIO,Carroll Township,2123,0,0,1,4,18,3,2015,OHIO,Carroll Township,1,2,25,0.00,0.00,0.47,1.88,8.48,1.41,0.47,0.94,11.78
OHIO,Centerville,23888,0,6,6,39,254,13,2015,OHIO,Centerville,NULL,14,306,0.00,0.25,0.25,1.63,10.63,0.54,0.00,0.59,12.81
OHIO,Chagrin Falls,4024,0,0,2,9,29,2,2015,OHIO,Chagrin Falls,0,2,40,0.00,0.00,0.50,2.24,7.21,0.50,0.00,0.50,9.94
OHIO,Chardon,5195,0,0,4,1,69,0,2015,OHIO,Chardon,NULL,4,70,0.00,0.00,0.77,0.19,13.28,0.00,0.00,0.77,13.47
OHIO,Chester Township,10393,0,1,0,3,30,2,2015,OHIO,Chester Township,0,1,35,0.00,0.10,0.00,0.29,2.89,0.19,0.00,0.10,3.37
OHIO,Cheviot,8314,0,14,4,57,207,21,2015,OHIO,Cheviot,0,18,285,0.00,1.68,0.48,6.86,24.90,2.53,0.00,2.17,34.28
OHIO,Chillicothe,21696,3,29,56,335,1363,35,2015,OHIO,Chillicothe,12,100,1733,0.14,1.34,2.58,15.44,62.82,1.61,0.55,4.61,79.88
OHIO,Cincinnati,298478,66,1263,1196,4413,10873,1160,2015,OHIO,Cincinnati,236,2761,16446,0.22,4.23,4.01,14.79,36.43,3.89,0.79,9.25,55.10
OHIO,Circleville,13482,1,13,15,116,607,31,2015,OHIO,Circleville,10,39,754,0.07,0.96,1.11,8.60,45.02,2.30,0.74,2.89,55.93
OHIO,Clayton,13156,1,6,1,35,140,16,2015,OHIO,Clayton,0,8,191,0.08,0.46,0.08,2.66,10.64,1.22,0.00,0.61,14.52
OHIO,Clay Township Montgomery County,4222,0,1,0,12,11,2,2015,OHIO,Clay Township Montgomery County,1,2,25,0.00,0.24,0.00,2.84,2.61,0.47,0.24,0.47,5.92
OHIO,Clearcreek Township,15192,0,0,5,13,90,4,2015,OHIO,Clearcreek Township,2,7,107,0.00,0.00,0.33,0.86,5.92,0.26,0.13,0.46,7.04
OHIO,Cleveland Heights,44942,2,43,33,136,822,83,2015,OHIO,Cleveland Heights,NULL,84,1041,0.04,0.96,0.73,3.03,18.29,1.85,0.00,1.87,23.16
OHIO,Clyde,6290,1,0,2,27,170,2,2015,OHIO,Clyde,0,3,199,0.16,0.00,0.32,4.29,27.03,0.32,0.00,0.48,31.64
OHIO,Coitsville Township,1350,0,1,1,12,16,1,2015,OHIO,Coitsville Township,0,2,29,0.00,0.74,0.74,8.89,11.85,0.74,0.00,1.48,21.48
OHIO,Colerain Township,58974,3,64,33,300,1756,54,2015,OHIO,Colerain Township,14,114,2110,0.05,1.09,0.56,5.09,29.78,0.92,0.24,1.93,35.78
OHIO,Columbiana,6311,0,0,3,18,66,4,2015,OHIO,Columbiana,0,3,88,0.00,0.00,0.48,2.85,10.46,0.63,0.00,0.48,13.94
OHIO,Columbus,847745,77,2240,1508,7219,23021,3113,2015,OHIO,Columbus,806,4631,33353,0.09,2.64,1.78,8.52,27.16,3.67,0.95,5.46,39.34
OHIO,Cortland,6931,0,0,1,12,52,0,2015,OHIO,Cortland,1,2,64,0.00,0.00,0.14,1.73,7.50,0.00,0.14,0.29,9.23
OHIO,Covington,2624,0,0,1,1,17,0,2015,OHIO,Covington,0,1,18,0.00,0.00,0.38,0.38,6.48,0.00,0.00,0.38,6.86
OHIO,Cuyahoga Falls,49124,0,7,33,149,995,38,2015,OHIO,Cuyahoga Falls,10,50,1182,0.00,0.14,0.67,3.03,20.25,0.77,0.20,1.02,24.06
OHIO,Dayton,140683,26,479,673,2412,3994,683,2015,OHIO,Dayton,147,1325,7089,0.18,3.40,4.78,17.14,28.39,4.85,1.04,9.42,50.39
OHIO,Deer Park,5696,1,2,8,15,54,4,2015,OHIO,Deer Park,NULL,11,73,0.18,0.35,1.40,2.63,9.48,0.70,0.00,1.93,12.82
OHIO,Defiance,16698,0,4,8,57,442,5,2015,OHIO,Defiance,14,26,504,0.00,0.24,0.48,3.41,26.47,0.30,0.84,1.56,30.18
OHIO,Delaware,38035,0,13,11,185,740,28,2015,OHIO,Delaware,37,61,953,0.00,0.34,0.29,4.86,19.46,0.74,0.97,1.60,25.06
OHIO,Delhi Township,29630,0,8,5,113,345,16,2015,OHIO,Delhi Township,5,18,474,0.00,0.27,0.17,3.81,11.64,0.54,0.17,0.61,16.00
OHIO,Delphos,7024,0,0,2,30,138,0,2015,OHIO,Delphos,NULL,2,168,0.00,0.00,0.28,4.27,19.65,0.00,0.00,0.28,23.92
OHIO,Dover,12867,0,3,1,11,25,2,2015,OHIO,Dover,2,6,38,0.00,0.23,0.08,0.85,1.94,0.16,0.16,0.47,2.95
OHIO,Dublin,44931,0,10,7,101,395,14,2015,OHIO,Dublin,8,25,510,0.00,0.22,0.16,2.25,8.79,0.31,0.18,0.56,11.35
OHIO,East Cleveland,17339,3,60,41,126,100,130,2015,OHIO,East Cleveland,2,106,356,0.17,3.46,2.36,7.27,5.77,7.50,0.12,6.11,20.53
OHIO,Eastlake,18261,0,7,3,18,364,14,2015,OHIO,Eastlake,NULL,11,396,0.00,0.38,0.16,0.99,19.93,0.77,0.00,0.60,21.69
OHIO,East Palestine,4597,0,1,4,20,47,4,2015,OHIO,East Palestine,1,6,71,0.00,0.22,0.87,4.35,10.22,0.87,0.22,1.31,15.44
OHIO,Elmwood Place,2170,0,2,1,9,30,7,2015,OHIO,Elmwood Place,3,6,46,0.00,0.92,0.46,4.15,13.82,3.23,1.38,2.76,21.20
OHIO,Evendale,2774,0,1,8,8,325,2,2015,OHIO,Evendale,0,9,335,0.00,0.36,2.88,2.88,117.16,0.72,0.00,3.24,120.76
OHIO,Fairborn,33423,0,25,24,212,619,33,2015,OHIO,Fairborn,21,70,864,0.00,0.75,0.72,6.34,18.52,0.99,0.63,2.09,25.85
OHIO,Fairfax,1705,0,1,1,4,228,0,2015,OHIO,Fairfax,0,2,232,0.00,0.59,0.59,2.35,133.72,0.00,0.00,1.17,136.07
OHIO,Fairfield,42824,3,26,47,160,929,31,2015,OHIO,Fairfield,15,91,1120,0.07,0.61,1.10,3.74,21.69,0.72,0.35,2.12,26.15
OHIO,Fairfield Township,22163,0,7,14,80,623,7,2015,OHIO,Fairfield Township,8,29,710,0.00,0.32,0.63,3.61,28.11,0.32,0.36,1.31,32.04
OHIO,Fairport Harbor,3090,0,1,3,20,66,4,2015,OHIO,Fairport Harbor,NULL,10,90,0.00,0.32,0.97,6.47,21.36,1.29,0.00,3.24,29.13
OHIO,Felicity,831,0,1,2,7,37,0,2015,OHIO,Felicity,0,3,44,0.00,1.20,2.41,8.42,44.52,0.00,0.00,3.61,52.95
OHIO,Forest,1440,0,0,0,5,15,0,2015,OHIO,Forest,0,0,20,0.00,0.00,0.00,3.47,10.42,0.00,0.00,0.00,13.89
OHIO,Forest Park,18726,0,20,21,107,548,33,2015,OHIO,Forest Park,14,55,688,0.00,1.07,1.12,5.71,29.26,1.76,0.75,2.94,36.74
OHIO,Fostoria,13126,0,7,5,19,64,3,2015,OHIO,Fostoria,1,13,86,0.00,0.53,0.38,1.45,4.88,0.23,0.08,0.99,6.55
OHIO,Frazeysburg,1315,0,0,0,3,7,0,2015,OHIO,Frazeysburg,0,0,10,0.00,0.00,0.00,2.28,5.32,0.00,0.00,0.00,7.60
OHIO,Fredericktown,2502,0,0,3,14,54,1,2015,OHIO,Fredericktown,1,4,69,0.00,0.00,1.20,5.60,21.58,0.40,0.40,1.60,27.58
OHIO,Fremont,16380,0,24,22,170,831,13,2015,OHIO,Fremont,NULL,46,1014,0.00,1.47,1.34,10.38,50.73,0.79,0.00,2.81,61.90
OHIO,Gahanna,34508,0,8,5,111,553,15,2015,OHIO,Gahanna,8,21,679,0.00,0.23,0.14,3.22,16.03,0.43,0.23,0.61,19.68
OHIO,Galion,10094,0,5,15,109,287,7,2015,OHIO,Galion,6,26,403,0.00,0.50,1.49,10.80,28.43,0.69,0.59,2.58,39.92
OHIO,Gallipolis,3598,0,2,7,46,351,3,2015,OHIO,Gallipolis,3,12,400,0.00,0.56,1.95,12.78,97.55,0.83,0.83,3.34,111.17
OHIO,Garrettsville,2327,0,0,1,4,19,0,2015,OHIO,Garrettsville,0,1,23,0.00,0.00,0.43,1.72,8.17,0.00,0.00,0.43,9.88
OHIO,Geneva-on-the-lake,1212,0,0,4,6,18,0,2015,OHIO,Geneva-on-the-lake,0,4,24,0.00,0.00,3.30,4.95,14.85,0.00,0.00,3.30,19.80
OHIO,Georgetown,4461,1,0,6,15,108,2,2015,OHIO,Georgetown,0,7,125,0.22,0.00,1.34,3.36,24.21,0.45,0.00,1.57,28.02
OHIO,Germantown,5496,0,0,2,0,34,2,2015,OHIO,Germantown,0,2,36,0.00,0.00,0.36,0.00,6.19,0.36,0.00,0.36,6.55
OHIO,German Township Montgomery County,2892,0,0,0,13,21,0,2015,OHIO,German Township Montgomery County,1,1,34,0.00,0.00,0.00,4.50,7.26,0.00,0.35,0.35,11.76
OHIO,Glouster,1787,0,1,1,14,37,0,2015,OHIO,Glouster,0,2,51,0.00,0.56,0.56,7.83,20.71,0.00,0.00,1.12,28.54
OHIO,Goshen Township Clermont County,15779,0,0,5,66,155,4,2015,OHIO,Goshen Township Clermont County,4,9,225,0.00,0.00,0.32,4.18,9.82,0.25,0.25,0.57,14.26
OHIO,Grafton,5981,0,0,3,13,23,1,2015,OHIO,Grafton,NULL,6,37,0.00,0.00,0.50,2.17,3.85,0.17,0.00,1.00,6.19
OHIO,Grandview Heights,7438,0,4,0,38,94,6,2015,OHIO,Grandview Heights,0,4,138,0.00,0.54,0.00,5.11,12.64,0.81,0.00,0.54,18.55
OHIO,Greenfield,4559,1,1,5,42,139,10,2015,OHIO,Greenfield,2,9,191,0.22,0.22,1.10,9.21,30.49,2.19,0.44,1.97,41.90
OHIO,Greenhills,3592,0,0,2,4,41,1,2015,OHIO,Greenhills,0,2,46,0.00,0.00,0.56,1.11,11.41,0.28,0.00,0.56,12.81
OHIO,Greenville,12990,0,6,16,64,257,20,2015,OHIO,Greenville,8,30,341,0.00,0.46,1.23,4.93,19.78,1.54,0.62,2.31,26.25
OHIO,Grove City,39251,0,27,6,118,1186,30,2015,OHIO,Grove City,13,46,1334,0.00,0.69,0.15,3.01,30.22,0.76,0.33,1.17,33.99
OHIO,Groveport,5751,0,2,2,36,165,5,2015,OHIO,Groveport,0,4,206,0.00,0.35,0.35,6.26,28.69,0.87,0.00,0.70,35.82
OHIO,Hamilton,62526,4,163,126,818,2548,1,2015,OHIO,Hamilton,52,345,3367,0.06,2.61,2.02,13.08,40.75,0.02,0.83,5.52,53.85
OHIO,Hamilton Township Warren County,22430,0,0,2,18,113,1,2015,OHIO,Hamilton Township Warren County,0,2,132,0.00,0.00,0.09,0.80,5.04,0.04,0.00,0.09,5.88
OHIO,Harrison,10618,0,1,1,32,268,3,2015,OHIO,Harrison,NULL,2,303,0.00,0.09,0.09,3.01,25.24,0.28,0.00,0.19,28.54
OHIO,Hartville,2968,0,1,0,7,35,2,2015,OHIO,Hartville,0,1,44,0.00,0.34,0.00,2.36,11.79,0.67,0.00,0.34,14.82
OHIO,Heath,10496,0,8,21,54,502,12,2015,OHIO,Heath,5,34,568,0.00,0.76,2.00,5.14,47.83,1.14,0.48,3.24,54.12
OHIO,Highland Heights,8373,0,3,0,9,126,1,2015,OHIO,Highland Heights,NULL,3,136,0.00,0.36,0.00,1.07,15.05,0.12,0.00,0.36,16.24
OHIO,Hillsboro,6536,0,0,4,18,186,6,2015,OHIO,Hillsboro,2,6,210,0.00,0.00,0.61,2.75,28.46,0.92,0.31,0.92,32.13
OHIO,Hinckley Township,7993,0,2,3,7,14,1,2015,OHIO,Hinckley Township,0,5,22,0.00,0.25,0.38,0.88,1.75,0.13,0.00,0.63,2.75
OHIO,Holland,1702,0,9,1,4,341,0,2015,OHIO,Holland,0,10,345,0.00,5.29,0.59,2.35,200.35,0.00,0.00,5.88,202.70
OHIO,Howland Township,16857,0,6,5,68,344,8,2015,OHIO,Howland Township,3,14,420,0.00,0.36,0.30,4.03,20.41,0.47,0.18,0.83,24.92
OHIO,Hubbard,7654,0,1,6,34,83,2,2015,OHIO,Hubbard,1,8,119,0.00,0.13,0.78,4.44,10.84,0.26,0.13,1.05,15.55
OHIO,Hubbard Township,5470,0,1,5,25,82,4,2015,OHIO,Hubbard Township,0,6,111,0.00,0.18,0.91,4.57,14.99,0.73,0.00,1.10,20.29
OHIO,Huber Heights,38164,0,26,33,155,855,50,2015,OHIO,Huber Heights,24,83,1060,0.00,0.68,0.86,4.06,22.40,1.31,0.63,2.17,27.77
OHIO,Hudson,22493,0,0,6,14,83,1,2015,OHIO,Hudson,0,6,98,0.00,0.00,0.27,0.62,3.69,0.04,0.00,0.27,4.36
OHIO,Independence,7139,0,1,2,4,46,1,2015,OHIO,Independence,0,3,51,0.00,0.14,0.28,0.56,6.44,0.14,0.00,0.42,7.14
OHIO,Indian Hill,5814,0,1,0,17,53,2,2015,OHIO,Indian Hill,0,1,72,0.00,0.17,0.00,2.92,9.12,0.34,0.00,0.17,12.38
OHIO,Ironton,10963,0,6,16,68,192,9,2015,OHIO,Ironton,7,29,269,0.00,0.55,1.46,6.20,17.51,0.82,0.64,2.65,24.54
OHIO,Jackson,6256,1,2,7,21,159,5,2015,OHIO,Jackson,2,12,185,0.16,0.32,1.12,3.36,25.42,0.80,0.32,1.92,29.57
OHIO,Jackson Township Mahoning County,2053,0,0,1,4,24,0,2015,OHIO,Jackson Township Mahoning County,0,1,28,0.00,0.00,0.49,1.95,11.69,0.00,0.00,0.49,13.64
OHIO,Jackson Township Montgomery County,3686,0,0,1,16,11,1,2015,OHIO,Jackson Township Montgomery County,1,2,28,0.00,0.00,0.27,4.34,2.98,0.27,0.27,0.54,7.60
OHIO,Jackson Township Stark County,40779,0,29,18,137,993,23,2015,OHIO,Jackson Township Stark County,6,53,1153,0.00,0.71,0.44,3.36,24.35,0.56,0.15,1.30,28.27
OHIO,Jamestown,2019,0,0,3,18,25,1,2015,OHIO,Jamestown,2,5,44,0.00,0.00,1.49,8.92,12.38,0.50,0.99,2.48,21.79
OHIO,Johnstown,4926,0,0,5,10,81,3,2015,OHIO,Johnstown,0,5,94,0.00,0.00,1.02,2.03,16.44,0.61,0.00,1.02,19.08
OHIO,Kent,29831,1,9,53,127,357,7,2015,OHIO,Kent,2,65,491,0.03,0.30,1.78,4.26,11.97,0.23,0.07,2.18,16.46
OHIO,Kenton,8234,1,6,1,52,289,5,2015,OHIO,Kenton,6,14,346,0.12,0.73,0.12,6.32,35.10,0.61,0.73,1.70,42.02
OHIO,Kettering,55574,1,35,11,230,801,52,2015,OHIO,Kettering,24,71,1083,0.02,0.63,0.20,4.14,14.41,0.94,0.43,1.28,19.49
OHIO,Kirtland,6809,0,1,3,6,33,3,2015,OHIO,Kirtland,1,5,42,0.00,0.15,0.44,0.88,4.85,0.44,0.15,0.73,6.17
OHIO,Kirtland Hills,642,0,0,0,0,1,0,2015,OHIO,Kirtland Hills,NULL,0,1,0.00,0.00,0.00,0.00,1.56,0.00,0.00,0.00,1.56
OHIO,Lancaster,39793,1,31,44,263,1594,51,2015,OHIO,Lancaster,21,97,1908,0.03,0.78,1.11,6.61,40.06,1.28,0.53,2.44,47.95
OHIO,Lawrence Township,8270,0,0,5,18,52,2,2015,OHIO,Lawrence Township,4,9,72,0.00,0.00,0.60,2.18,6.29,0.24,0.48,1.09,8.71
OHIO,Lebanon,20515,0,0,2,38,277,15,2015,OHIO,Lebanon,NULL,11,330,0.00,0.00,0.10,1.85,13.50,0.73,0.00,0.54,16.09
OHIO,Leipsic,2038,0,0,0,8,23,1,2015,OHIO,Leipsic,0,0,32,0.00,0.00,0.00,3.93,11.29,0.49,0.00,0.00,15.70
OHIO,Liberty Township,11723,0,9,13,37,124,5,2015,OHIO,Liberty Township,4,26,166,0.00,0.77,1.11,3.16,10.58,0.43,0.34,2.22,14.16
OHIO,Lima,38154,2,83,214,603,1474,89,2015,OHIO,Lima,NULL,347,2166,0.05,2.18,5.61,15.80,38.63,2.33,0.00,9.09,56.77
OHIO,Lisbon,2737,0,3,4,4,20,1,2015,OHIO,Lisbon,0,7,25,0.00,1.10,1.46,1.46,7.31,0.37,0.00,2.56,9.13
OHIO,Lithopolis,1335,0,0,0,4,8,0,2015,OHIO,Lithopolis,0,0,12,0.00,0.00,0.00,3.00,5.99,0.00,0.00,0.00,8.99
OHIO,Lockland,3428,0,7,16,34,73,8,2015,OHIO,Lockland,2,25,115,0.00,2.04,4.67,9.92,21.30,2.33,0.58,7.29,33.55
